Current projects as at 31 March 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring Authority,Sector,Region,Project Status,Date of OJEU,Date of Prefered Bidder,Date of Financial Close,Date of Construction Completion,First Date of Operations,Operational Period of Contract (years),On/Off Balance Sheet under IFRS,On/Off Balance Sheet under ESA ,On/Off Balance Sheet under UK GAAP,Capital Value (£m),Unitary Charge Payment 1992-93 (£m),Unitary Charge Payment 1993-94 (£m),Unitary Charge Payment 1994-95 (£m),Unitary Charge Payment 1995-96 (£m),Unitary Charge Payment 1996-97 (£m),Unitary Charge Payment 1997-98 (£m),Unitary Charge Payment 1998-99 (£m),Unitary Charge Payment 1999-00 (£m),Unitary Charge Payment 2000-01 (£m),Unitary Charge Payment 2001-02 (£m),Unitary Charge Payment 2002-03 (£m),Unitary Charge Payment 2003-04 (£m),Unitary Charge Payment 2004-05 (£m),Unitary Charge Payment 2005-06 (£m),Unitary Charge Payment 2006-07 (£m),Unitary Charge Payment 2007-08 (£m),Unitary Charge Payment 2008-09 (£m),Unitary Charge Payment 2009-10 (£m),Unitary Charge Payment 2010-11 (£m),Unitary Charge Payment 2011-12 (£m),Unitary Charge Payment 2012-13 (£m),Unitary Charge Payment 2013-14 (£m),Unitary Charge Payment 2014-15 (£m), Unitary Charge Payment 2015-16 (£m),Estimated Unitary Charge Payment 2016-17 (£m),Estimated Unitary Charge Payment 2017-18 (£m),Estimated Unitary Charge Payment 2018-19 (£m),Estimated Unitary Charge Payment 2019-20 (£m),Estimated Unitary Charge Payment 2020-21 (£m),Estimated Unitary Charge Payment 2021-22 (£m),Estimated Unitary Charge Payment 2022-23 (£m),Estimated Unitary Charge Payment 2023-24 (£m),Estimated Unitary Charge Payment 2024-25 (£m),Estimated Unitary Charge Payment 2025-26 (£m),Estimated Unitary Charge Payment 2026-27 (£m),Estimated Unitary Charge Payment 2027-28 (£m),Estimated Unitary Charge Payment 2028-29 (£m),Estimated Unitary Charge Payment 2029-30 (£m),Estimated Unitary Charge Payment 2030-31 (£m),Estimated Unitary Charge Payment 2031-32 (£m),Estimated Unitary Charge Payment 2032-33 (£m),Estimated Unitary Charge Payment 2033-34 (£m),Estimated Unitary Charge Payment 2034-35 (£m),Estimated Unitary Charge Payment 2035-36 (£m),Estimated Unitary Charge Payment 2036-37 (£m),Estimated Unitary Charge Payment 2037-38 (£m),Estimated Unitary Charge Payment 2038-39 (£m),Estimated Unitary Charge Payment 2039-40 (£m),Estimated Unitary Charge Payment 2040-41 (£m),Estimated Unitary Charge Payment 2041-42 (£m),Estimated Unitary Charge Payment 2042-43 (£m),Estimated Unitary Charge Payment 2043-44 (£m),Estimated Unitary Charge Payment 2044-45 (£m),Estimated Unitary Charge Payment 2045-46 (£m),Estimated Unitary Charge Payment 2046-47 (£m),Estimated Unitary Charge Payment 2047-48 (£m),Estimated Unitary Charge Payment 2048-49 (£m),Estimated Unitary Charge Payment 2049-50 (£m),Estimated Unitary Charge Payment 2050-51 (£m),Estimated Unitary Charge Payment 2051-52 (£m),Estimated Unitary Charge Payment 2052-53 (£m),Estimated Unitary Charge Payment 2053-54 (£m),Estimated Unitary Charge Payment 2054-55 (£m),Estimated Unitary Charge Payment 2055-56 (£m),Estimated Unitary Charge Payment 2056-57 (£m),Estimated Unitary Charge Payment 2057-58 (£m),Estimated Unitary Charge Payment 2058-59 (£m),Estimated Unitary Charge Payment 2059-60 (£m),Equity Holder 1: Name,Equity Holder 1: Equity Share (%),Equity Holder 2: Name,Equity Holder 2: Equity Share (%),Equity Holder 3: Name,Equity Holder 3: Equity Share (%),Equity Holder 4: Name,Equity Holder 4: Equity Share (%),Equity Holder 5: Name,Equity Holder 5: Equity Share (%),Equity Holder 6: Name,Equity Holder 6: Equity Share (%) ,SPV Name,SPV Company Number,SPV Address
178,Lewisham Brockley,Department for Communities and Local Government,Lewisham,Housing (HRA),ENGLAND_South East,InOperation,01-02-2002,31-03-2006,04-06-2007,01-04-2010,01-04-2010,20,ON,OFF,OFF,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,8.3,10.5,12.9,14.0,14.1,14.4,14.7,14.9,14.9,15.3,15.7,16.1,16.5,17.0,17.5,18.0,18.5,19.0,19.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Laing,100.0,,,,,,,,,,,Regenter B3,4367615,1 Kingsway
179,Dorset Emergency Services Partnership Initiative  (DESPI),Home Office ,Dorset Fire and Rescue Service,Emergency Services,ENGLAND_South West,InOperation,17-12-2003,25-02-2005,01-07-2007,07-12-2009,11-08-2008,27,ON,OFF,OFF,51.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.3,6.2,6.3,6.4,6.5,6.6,6.6,7.2,7.4,7.6,7.8,7.9,8.1,8.3,8.6,8.8,9.0,9.2,9.4,9.7,9.9,10.2,10.4,10.7,11.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infrastructure Investments Holdings Limited,100.0,,,,,,,,,,,PFF (Dorset) Limited,6227543,"1 Gresham Street, London EC2V 7BX"
180,West End Joint Service Centre (LIFT project),Department for Communities and Local Government,Newcastle upon Tyne,Offices,ENGLAND_North East,InOperation,Data not provided,Data not provided,12-09-2007,20-09-2008,01-11-2008,24,ON,OFF,OFF,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalmore Capital Fund LP,60.0,Community Health Partnerships (formerly Partnerships for Health),27.4,North Tyneside Council,6.8,Newcastle City Council,5.8,,,,,NNT LIFTCo,4934390,Spaceworks
181,Cheshire Extra Care Housing,Department for Communities and Local Government,Cheshire East,Housing (Non-HRA),ENGLAND_North West,InOperation,20-05-2005,01-09-2006,01-10-2007,05-08-2009,19-01-2009,31,ON,OFF,OFF,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,4.1,4.2,4.2,4.3,4.3,4.4,4.5,4.5,4.6,4.7,4.7,4.8,4.9,4.9,5.0,5.1,5.2,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.9,6.0,6.1,6.3,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester & District Housing Association,33.3,TIF Holdco Ltd,66.7,,,,,,,,,Avantage (Cheshire) Limited,6223740,"c/o MAMG, Victoria House, 101-105 Victoria Road, Chelmsford CM1 1JR"
182,Kent Better Homes Active Lives,Department for Communities and Local Government,Kent,Housing (Non-HRA),ENGLAND_South East,InOperation,10-05-2005,10-08-2006,05-10-2007,25-10-2009,17-11-2008,32,ON,OFF,OFF,64.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.8,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Housing 21,100.0,,,,,,,,,,,Kent Community Partnership,IP30229R,The Triangle
183,East End Joint Service Centre (LIFT project),Department for Communities and Local Government,Newcastle upon Tyne,Offices,ENGLAND_North East,InOperation,Data not provided,Data not provided,06-02-2008,15-11-2008,15-11-2008,24,ON,OFF,OFF,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dalmore Capital Fund LP,60.0,Community Health Partnerships (formerly Partnerships for Health),27.4,North Tyneside Council,6.8,Newcastle City Council,5.8,,,,,NNT LIFTCo,4934390,Data not provided
184,Orchard Park Joint Service Centre (LIFT project),Department for Communities and Local Government,Hull,Offices,ENGLAND_Yorkshire and the Humber,InOperation,Data not provided,Data not provided,02-03-2008,01-04-2010,01-04-2010,26,ON,Data not provided,OFF,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sewell Group & UME,44.0,NHS Hull,56.0,,,,,,,,,Citycare,4934387,Geneva Way Industrial Estate
185,Leeds Independent Living,Department for Communities and Local Government,Leeds,Housing (Non-HRA),ENGLAND_Yorkshire and the Humber,InOperation,16-01-2006,02-10-2007,09-06-2008,19-06-2011,20-06-2011,29,ON,OFF,OFF,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,6.2,7.9,8.2,8.2,8.3,8.4,8.4,8.5,8.6,8.7,8.8,8.8,8.9,9.0,9.1,9.2,9.3,9.4,9.5,9.6,9.7,9.8,9.9,10.0,10.1,10.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gleeson PFI Investments Ltd,34.0,Progress Care Housing Association,33.0,Jack Lunn Group Ltd,33.0,,,,,,,Leeds Independent Living Accomodation Company (LiLAC),6450378,"c/o Pario Ltd, Unit 18, Riversway Business Village, Navigation Way, Preston, Lancashire, PR2 2YP"
186,Suffolk FRS Serviced Accomodation PFI Project,Home Office ,Suffolk Fire and Rescue Service,Emergency Services,ENGLAND_East,InOperation,01-05-2004,01-04-2006,17-06-2008,18-06-2010,26-08-2011,27,ON,OFF,OFF,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1,2.0,2.8,3.1,3.2,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7,3.7,3.8,3.8,3.9,4.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Land Group,100.0,,,,,,,,,,,The Land Group (Suffolk) Ltd,5878527,4-5Lovat Lane London EC3R 8DT
187,Heywood Joint Service Centre (LIFT project),Department for Communities and Local Government,Rochdale,Offices,ENGLAND_North West,InOperation,Data not provided,Data not provided,06-06-2008,02-08-2009,02-08-2009,26,ON,OFF,OFF,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eric Wright Group Ltd,60.0,"NHS Heywood, Middleton & Rochdale",20.0,Community Health Partnerships,20.0,,,,,,,BRAHM FundCo 2 Limited,6492488,"Sceptre House, Sceptre Way, Bamber Bridge, Prestion, PR56AW"
188,Brent  Round 2 Non-HRA Housing,Department for Communities and Local Government,Brent,Housing (Non-HRA),ENGLAND_London,InOperation,25-05-2005,09-10-2006,19-12-2008,31-08-2012,22-03-2010,20,OFF,OFF,OFF,113.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.5,4.9,6.5,6.5,6.5,4.6,4.7,4.7,4.8,4.4,4.6,5.0,5.3,5.8,5.3,5.2,5.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hyde Housing,100.0,,,,,,,,,,,Brent CoEfficient,6437388,30 Park St London SE1 9EQ
189,Newham Forest Gate,Department for Communities and Local Government,Newham,Housing (HRA),ENGLAND_London,InOperation,01-10-2002,01-11-2007,02-02-2009,01-04-2012,01-04-2012,21,ON,ON,OFF,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,3.2,5.5,7.8,8.4,8.5,8.6,8.9,8.9,9.0,9.1,9.2,9.3,9.4,9.6,9.7,9.8,10.0,10.1,10.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Swan Housing Group,100.0,,,,,,,,,,,Swan Housing Association Ltd,28496R,Pilgrim House
190,Chapeltown & Harehills Joint Service Centres (LIFT project),Department for Communities and Local Government,Leeds,Offices,ENGLAND_Yorkshire and the Humber,InOperation,Data not provided,Data not provided,12-06-2009,01-04-2010,01-04-2010,26,ON,OFF,OFF,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.1,1.1,1.1,1.2,1.3,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.8,1.8,1.8,1.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds City Council,3.3,NHS Leeds PCT,16.7,Primaria,60.0,Community Health Partnerships (CHP),20.0,,,,,Community Ventures Leeds Limited,5150835,"4340 Park Approach, Thorpe Park, Leeds, LS15 8GB"
191,Wigan Life Centre,Department for Communities and Local Government,Wigan,Leisure Facilities,ENGLAND_North West,InOperation,01-02-2007,01-02-2008,26-06-2009,11-12-2011,31-08-2011,26,ON,OFF,Data not provided,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,8.0,8.1,8.1,8.2,8.3,8.3,8.4,8.4,8.5,8.6,8.6,8.7,8.8,8.8,8.9,9.0,9.0,9.1,9.2,9.2,9.3,9.4,9.4,9.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix,100.0,,,,,,,,,,,Access for Wigan Ltd,6647358,"Welken House, 10-11 Charterhouse Square, London EC1M 6EH"
192,NEFRA1 North East Fire & Rescue,Home Office ,Northumberland Fire and Rescue Service,Emergency Services,ENGLAND_North West,InOperation,01-08-2006,01-11-2008,29-06-2009,21-01-2011,24-05-2010,25,ON,OFF,Data not provided,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,4.4,4.5,4.5,4.6,4.6,4.6,4.8,4.9,5.0,5.2,5.3,5.5,5.7,5.8,6.0,6.2,6.4,6.6,6.8,7.0,7.2,7.4,7.6,7.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Laing Infrastructure Fund,100.0,,,,,,,,,,,Collaborative Services Support NE Limited,6838128,"Collaborative Services Support, John Laing Investments Ltd., Queen Victoria Road, Newcastle Upon Tyne, NE1 4LP"
193,Amber Valley Quest for Leisure,"Department for Culture, Media and Sport ",Amber Valley,Leisure Facilities,ENGLAND_East Midlands,InOperation,11-12-2001,Data not provided,01-04-2006,06-09-2009,07-09-2009,32,ON,Data not provided,OFF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,2.0,2.0,2.6,2.8,2.8,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leisure Infrastructure Investors Limited,100.0,,,,,,,,,,,DC Projects (Amber Valley) Limited,4765795,4 Greengate
194,New Central Library and community library ICT system,"Department for Culture, Media and Sport ",Bournemouth,Libraries,ENGLAND_South West,InOperation,09-07-1997,Data not provided,01-08-2000,07-03-2002,31-03-2003,30,ON,ON,OFF,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9,2.0,2.0,2.1,2.2,2.3,2.4,2.4,2.5,2.5,2.6,2.7,2.8,2.8,2.9,3.0,3.0,3.1,3.2,3.3,3.4,3.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix Education 2 Ltd,100.0,,,,,,,,,,,Information Resources Bournmouth,3926854,c/o Russell Management Limited
195,Making Connections Leisure Project,"Department for Culture, Media and Sport ",Breckland,Leisure Facilities,ENGLAND_East,InOperation,01-12-2001,Data not provided,01-11-2005,18-04-2007,19-04-2007,32,ON,OFF,OFF,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.8,1.8,1.8,1.9,1.9,2.0,2.0,2.2,2.3,2.3,2.3,2.4,2.4,2.5,2.5,2.5,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.0,3.1,3.1,3.2,3.3,3.4,3.4,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix,100.0,,,,,,,,,,,Breckland Leisure Ltd,4356855,Atherstone Barns
196,Jubilee Library Brighton,"Department for Culture, Media and Sport ",Brighton and Hove,Libraries,ENGLAND_South East,InOperation,01-12-1998,Data not provided,01-10-2002,Data not provided,31-03-2005,26,ON,Data not provided,ON,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.9,2.0,2.0,2.3,2.2,2.2,2.3,2.4,2.4,2.4,2.4,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Norwich Union Public/Private Partnership Fund,100.0,,,,,,,,,,,NU Library for Brighton Ltd,Data not provided,1 Poultry
197,New Leaf Leisure Centres Project,"Department for Culture, Media and Sport ",Leeds,Leisure Facilities,ENGLAND_Yorkshire and the Humber,InOperation,26-07-2007,23-07-2008,07-08-2008,31-05-2010,31-05-2010,25,ON,OFF,Data not provided,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,3.5,3.6,3.4,3.4,3.4,3.7,3.8,3.8,3.8,3.9,3.9,4.0,4.0,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.4,4.4,4.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interserve PFI 2005 Ltd,50.0,Investments in Education,50.0,,,,,,,,,Environments for Learning Leeds PFI Three Ltd,6642470,Interserve House
198,Willesden Sports Centre,"Department for Culture, Media and Sport ",Brent,Leisure Facilities,ENGLAND_London,InOperation,01-07-2002,Data not provided,01-03-2005,Data not provided,31-03-2006,25,Data not provided,Data not provided,OFF,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.4,2.4,2.5,2.5,2.6,2.7,2.7,2.8,2.9,2.9,3.0,3.1,3.2,3.2,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DIF PPP UK,100.0,,,,,,,,,,,Not Known,Data not provided,Data not provided
199,Downham Lifestyles Centre,"Department for Culture, Media and Sport ",Lewisham,Leisure Facilities,ENGLAND_London,InOperation,30-11-2001,Data not provided,01-09-2005,Data not provided,12-03-2007,33,ON,Data not provided,ON,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.7,1.8,1.8,1.9,1.9,1.9,2.0,2.0,2.0,2.1,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.4,2.4,2.5,2.4,2.4,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aberdeen Asset Management,100.0,,,,,,,,,,,Lintium (Lewisham) ltd,Data not provided,Data not provided
200,Newcastle City Council Private Finance Initiative Project: New City Library and High Heaton Community Library,"Department for Culture, Media and Sport ",Newcastle upon Tyne,Libraries,ENGLAND_North East,InOperation,07-01-2004,Data not provided,19-06-2007,01-04-2009,01-04-2009,26,ON,Data not provided,OFF,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.3,3.3,3.3,3.3,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.7,3.7,3.8,3.8,3.8,3.9,3.9,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kajima Partnerships Ltd,67.0,Infrastucture Investors LP,13.0,Secondary Market Investment Fund LP,20.0,,,,,,,Kajima Partnerships Limited,Data not provided,20 Kingsway House
201,Oldham Library & Lifelong Learning Centre,"Department for Culture, Media and Sport ",Oldham,Leisure Facilities,ENGLAND_North West,InOperation,04-04-2003,01-12-2003,01-05-2004,15-02-2006,01-04-2006,25,ON,OFF,OFF,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.7,2.8,2.8,2.9,2.9,3.0,2.8,2.8,2.8,2.9,2.9,2.9,3.0,3.0,3.0,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kajima Ltd,12.5,Barclays European InfrastructureLtd,50.0,Infrared Capital/HICL,37.5,,,,,,,Information Resources (Oldham),5038883,55 Baker Street
202,Penzance Leisure Centre,"Department for Culture, Media and Sport ",Cornwall,Leisure Facilities,ENGLAND_South West,InOperation,30-11-2001,Data not provided,11-03-2004,11-08-2005,12-08-2005,31,ON,OFF,OFF,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.1,1.1,1.1,1.2,1.3,1.4,1.3,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix,100.0,,,,,,,,,,,Penzance Leisure Limited,4351391,Registered Office - Parkwood House
203,Sport & Leisure Facilities & Maltby Joint Service Centre Project,"Department for Culture, Media and Sport ",Rotherham,Leisure Facilities,ENGLAND_Yorkshire and the Humber,InOperation,25-05-2004,01-07-2006,13-06-2007,01-02-2010,18-08-2008,34,ON,OFF,OFF,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.2,3.9,4.0,4.1,4.2,4.3,4.3,4.3,4.4,4.5,4.5,4.6,4.7,4.8,4.8,4.9,5.0,5.1,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.2,6.3,6.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leisure Infrastructure Investors Limited,100.0,,,,,,,,,,,DC Projects (Rotherham) Limited,Data not provided,4 Greengate
